depth	imgcount	area	nbr	greylimit1	greylimit2	greylimit3
972	2	118	112	39	51	66
977	2	7	492	42	54	66
977	2	12	12	32	35	39
977	2	19	24	35	41	48
977	2	75	10	32	34	37
977	2	118	112	39	51	66
982	2	7	489	42	54	66
982	2	12	9	32	34	36
982	2	19	24	35	41	48
982	2	75	10	32	34	37
982	2	118	111	39	52	66
987	2	7	487	42	54	66
987	2	12	7	31	33	35
987	2	19	24	35	41	48
987	2	75	10	32	34	37
987	2	118	111	39	52	66
992	2	7	484	42	54	66
992	2	12	4	30	31	33
992	2	19	24	35	41	48
992	2	75	10	32	34	37
992	2	118	111	39	52	66
997	2	7	482	42	54	66
997	2	12	2	30	30	31
997	2	19	24	35	41	48
997	2	75	10	32	34	37
997	2	118	111	39	52	66
1002	2	7	480	41	53	66
1002	2	19	24	35	41	48
1002	2	75	10	32	34	37
1002	2	118	110	39	52	66
1007	2	7	477	41	53	66
1007	2	19	24	35	41	48
1007	2	75	10	32	34	37
1007	2	118	110	39	52	66
1012	2	7	475	41	53	66
1012	2	19	24	35	41	48
1012	2	75	10	32	34	37
1012	2	118	110	39	52	66
1017	2	7	472	41	53	66
1017	2	19	24	35	41	48
1017	2	75	10	32	34	37
1017	2	118	110	39	52	66
1022	2	7	470	41	53	66
1022	2	19	24	35	41	48
1022	2	75	10	32	34	37
1022	2	118	110	39	52	66
1027	2	7	468	41	53	67
1027	2	19	24	35	41	48
1027	2	75	10	32	34	37
1027	2	118	109	39	52	66
1032	2	7	465	41	54	67
1032	2	19	24	35	41	48
1032	2	75	10	32	34	37
1032	2	118	109	39	52	66
1037	2	7	463	41	54	67
1037	2	19	24	35	41	48
1037	2	75	10	32	34	37
1037	2	118	109	39	52	66
1042	2	7	460	41	54	67
1042	2	19	24	35	41	48
1042	2	75	10	32	34	37
1042	2	118	109	39	52	66
1047	2	7	458	41	54	67
1047	2	19	24	35	41	48
1047	2	75	10	32	34	37
1047	2	118	108	39	52	66
1052	2	7	456	41	54	67
1052	2	19	24	35	41	48
1052	2	75	10	32	34	37
1052	2	118	108	39	52	66
1057	2	7	453	42	54	67
1057	2	19	24	35	41	48
1057	2	75	9	32	34	36
1057	2	118	108	39	52	66
1062	2	7	451	42	54	67
1062	2	19	24	35	41	48
1062	2	75	9	32	34	36
1062	2	118	107	39	53	66
1067	2	7	448	42	54	67
1067	2	19	24	35	41	48
1067	2	75	9	32	34	36
1067	2	118	107	39	53	66
1072	2	7	446	42	54	67
1072	2	19	24	35	41	48
1072	2	75	9	32	34	36
1072	2	118	107	39	53	66
1077	2	7	444	42	54	67
1077	2	19	24	35	41	48
1077	2	75	9	32	34	36
1077	2	118	107	39	53	66
1082	2	7	441	42	54	66
1082	2	19	24	35	41	48
1082	2	75	9	32	34	36
1082	2	118	106	40	53	66
1087	2	7	439	42	54	66
1087	2	19	24	35	41	48
1087	2	75	9	32	34	36
1087	2	118	106	40	53	66
1092	2	7	436	42	54	66
1092	2	19	24	35	41	48
1092	2	75	9	32	34	36
1092	2	118	106	40	53	66
1097	2	7	434	42	54	66
1097	2	19	24	35	41	48
1097	2	75	9	32	34	36
1097	2	118	106	40	53	66
1102	2	7	432	41	53	66
1102	2	19	24	35	41	48
1102	2	75	9	32	34	36
1102	2	118	105	40	53	66
1107	2	7	429	41	53	66
1107	2	19	24	35	41	48
1107	2	75	9	32	34	36
1107	2	118	105	40	53	66
1112	2	7	427	41	53	66
1112	2	19	24	35	41	48
1112	2	75	9	32	34	36
1112	2	118	105	40	53	66
1117	2	7	424	41	53	66
1117	2	19	24	35	41	48
1117	2	75	9	32	34	36
1117	2	118	104	40	53	67
1122	2	7	422	41	53	66
1122	2	19	24	35	41	48
1122	2	75	9	32	34	36
1122	2	118	104	40	53	67
1127	2	7	420	41	53	66
1127	2	19	24	35	41	48
1127	2	75	9	32	34	36
1127	2	118	104	40	53	67
1132	2	7	417	41	53	66
1132	2	19	24	35	41	48
1132	2	75	9	32	34	36
1132	2	118	103	41	54	67
1137	2	7	415	41	54	67
1137	2	19	24	35	41	48
1137	2	75	9	32	34	36
1137	2	118	103	41	54	67
1142	2	7	412	41	54	67
1142	2	19	24	35	41	48
1142	2	75	9	32	34	36
1142	2	118	103	41	54	67
1147	2	7	410	41	54	67
1147	2	19	24	35	41	48
1147	2	75	9	32	34	36
1147	2	118	102	41	54	67
1152	2	7	408	41	54	67
1152	2	19	24	35	41	48
1152	2	75	9	32	34	36
1152	2	118	102	41	54	67
1157	2	7	405	42	54	67
1157	2	19	24	35	41	48
1157	2	75	9	32	34	36
1157	2	118	102	41	54	67
1162	2	7	403	42	54	67
1162	2	19	24	35	41	48
1162	2	75	9	32	34	36
1162	2	118	101	42	54	67
1167	2	7	400	42	54	67
1167	2	19	24	35	41	48
1167	2	75	9	32	34	36
1167	2	118	101	42	54	67
1172	2	7	398	42	54	67
1172	2	19	24	35	41	48
1172	2	75	9	32	34	36
1172	2	118	101	42	54	67
1177	2	7	396	42	54	67
1177	2	19	24	35	41	48
1177	2	75	9	32	34	36
1177	2	118	100	42	54	67
1182	2	7	393	42	54	66
1182	2	19	24	35	41	48
1182	2	75	9	32	34	36
1182	2	118	100	42	54	67
1187	2	7	391	42	54	66
1187	2	19	24	35	41	48
1187	2	75	8	31	33	36
1187	2	118	100	42	54	67
1192	2	7	388	42	54	66
1192	2	19	24	35	41	48
1192	2	75	8	31	33	36
1192	2	118	99	42	54	67
1197	2	7	386	42	54	66
1197	2	19	24	35	41	48
1197	2	75	8	31	33	36
1197	2	118	99	42	54	67
1202	2	7	384	41	53	66
1202	2	19	24	35	41	48
1202	2	75	8	31	33	36
1202	2	118	99	42	54	67
1207	2	7	381	41	53	66
1207	2	19	24	35	41	48
1207	2	75	8	31	33	36
1207	2	118	98	42	54	66
1212	2	7	379	41	53	66
1212	2	19	24	35	41	48
1212	2	75	8	31	33	36
1212	2	118	98	42	54	66
1217	2	7	376	41	53	66
1217	2	19	24	35	41	48
1217	2	75	8	31	33	36
1217	2	118	97	42	54	66
1222	2	7	374	41	53	66
1222	2	19	24	35	41	48
1222	2	75	8	31	33	36
1222	2	118	97	42	54	66
1227	2	7	372	41	53	66
1227	2	19	24	35	41	48
1227	2	75	8	31	33	36
1227	2	118	97	42	54	66
1232	2	7	369	41	53	66
1232	2	19	24	35	41	48
1232	2	75	8	31	33	36
1232	2	118	96	41	53	66
1237	2	7	367	41	53	66
1237	2	19	24	35	41	48
1237	2	75	8	31	33	36
1237	2	118	96	41	53	66
1242	2	7	364	41	53	67
1242	2	19	24	35	41	48
1242	2	75	8	31	33	36
1242	2	118	95	41	53	65
1247	2	7	362	41	54	67
1247	2	19	24	35	41	48
1247	2	75	8	31	33	36
1247	2	118	95	41	53	65
1252	2	7	360	41	54	67
1252	2	19	24	35	41	48
1252	2	75	8	31	33	36
1252	2	118	94	41	53	65
1257	2	7	357	41	54	67
1257	2	19	24	35	41	48
1257	2	75	8	31	33	36
1257	2	118	94	41	53	65
1262	2	7	355	41	54	67
1262	2	19	24	35	41	48
1262	2	75	8	31	33	36
1262	2	118	93	41	53	64
1267	2	7	352	42	54	67
1267	2	19	24	35	41	48
1267	2	75	8	31	33	36
1267	2	118	93	41	53	64
1272	2	7	350	42	54	67
1272	2	19	24	35	41	48
1272	2	75	8	31	33	36
1272	2	118	92	41	52	64
1277	2	7	348	42	54	67
1277	2	19	24	35	41	48
1277	2	75	8	31	33	36
1277	2	118	92	41	52	64
1282	2	7	345	42	54	66
1282	2	19	24	35	41	48
1282	2	75	8	31	33	36
1282	2	118	91	41	52	64
1287	2	7	343	42	54	66
1287	2	19	24	35	41	48
1287	2	75	8	31	33	36
1287	2	118	91	41	52	64
1292	2	7	340	42	54	66
1292	2	19	24	35	41	48
1292	2	75	8	31	33	36
1292	2	118	90	41	52	63
1297	2	7	338	42	54	66
1297	2	19	24	35	41	48
1297	2	75	8	31	33	36
1297	2	118	90	41	52	63
1302	2	7	336	41	53	66
1302	2	19	24	35	41	48
1302	2	75	8	31	33	36
1302	2	118	89	41	52	63
1307	2	7	333	41	53	66
1307	2	19	24	35	41	48
1307	2	75	8	31	33	36
1307	2	118	89	41	52	63
1312	2	7	331	41	53	66
1312	2	19	24	35	41	48
1312	2	75	8	31	33	36
1312	2	118	88	40	51	63
1317	2	7	328	41	53	66
1317	2	19	24	35	41	48
1317	2	75	8	31	33	36
1317	2	118	87	40	51	62
1322	2	7	326	41	53	66
1322	2	19	24	35	41	48
1322	2	75	8	31	33	36
1322	2	118	87	40	51	62
1327	2	7	324	41	53	66
1327	2	19	24	35	41	48
1327	2	75	8	31	33	36
1327	2	118	86	40	51	62
1332	2	7	321	41	53	66
1332	2	19	24	35	41	48
1332	2	75	8	31	33	36
1332	2	118	86	40	51	62
1337	2	7	319	41	53	66
1337	2	19	24	35	41	48
1337	2	75	8	31	33	36
1337	2	118	85	40	51	61
1342	2	7	316	41	53	66
1342	2	19	24	35	41	48
1342	2	75	8	31	33	36
1342	2	118	84	40	50	61
1347	2	7	314	41	53	66
1347	2	19	24	35	41	48
1347	2	75	8	31	33	36
1347	2	118	83	40	50	61
1352	2	7	312	41	53	67
1352	2	19	24	35	41	48
1352	2	75	8	31	33	36
1352	2	118	83	40	50	61
1357	2	7	309	41	54	67
1357	2	19	24	35	41	48
1357	2	75	7	31	33	35
1357	2	118	82	40	50	60
1362	2	7	307	41	54	67
1362	2	19	24	35	41	48
1362	2	75	7	31	33	35
1362	2	118	81	40	50	60
1367	2	7	304	41	54	67
1367	2	19	24	35	41	48
1367	2	75	7	31	33	35
1367	2	118	80	39	49	60
1372	2	7	302	42	54	67
1372	2	19	24	35	41	48
1372	2	75	7	31	33	35
1372	2	118	79	39	49	60
1377	2	7	300	42	54	67
1377	2	19	24	35	41	48
1377	2	75	7	31	33	35
1377	2	118	79	39	49	60
1382	2	7	297	42	54	67
1382	2	19	24	35	41	48
1382	2	75	7	31	33	35
1382	2	118	78	39	49	60
1387	2	7	295	42	54	66
1387	2	19	24	35	41	48
1387	2	75	7	31	33	35
1387	2	118	77	39	49	60
1392	2	7	292	42	54	66
1392	2	19	24	35	41	48
1392	2	75	7	31	33	35
1392	2	118	76	39	48	61
1397	2	7	290	42	54	66
1397	2	19	24	35	41	48
1397	2	75	7	31	33	35
1397	2	118	75	39	48	61
1402	2	7	288	41	53	66
1402	2	19	24	35	41	48
1402	2	75	7	31	33	35
1402	2	118	74	39	48	61
1407	2	7	285	41	53	65
1407	2	19	24	35	41	48
1407	2	75	7	31	33	35
1407	2	118	73	39	48	61
1412	2	7	283	41	53	65
1412	2	19	24	35	41	48
1412	2	75	7	31	33	35
1412	2	118	71	38	47	62
1417	2	7	280	41	53	66
1417	2	19	24	35	41	48
1417	2	75	7	31	33	35
1417	2	118	70	38	47	62
1422	2	7	278	41	53	66
1422	2	19	24	35	41	48
1422	2	75	7	31	33	35
1422	2	118	69	38	47	62
1427	2	7	276	41	52	66
1427	2	19	24	35	41	48
1427	2	75	7	31	33	35
1427	2	118	67	38	46	63
1432	2	7	273	41	52	66
1432	2	19	24	35	41	48
1432	2	75	7	31	33	35
1432	2	118	66	38	46	63
1437	2	7	271	41	52	66
1437	2	19	24	35	41	48
1437	2	75	7	31	33	35
1437	2	118	64	37	47	64
1442	2	7	268	41	53	66
1442	2	19	24	35	41	48
1442	2	75	7	31	33	35
1442	2	118	63	37	48	64
1447	2	7	266	41	53	66
1447	2	19	24	35	41	48
1447	2	75	7	31	33	35
1447	2	118	61	37	49	64
1452	2	7	264	40	53	66
1452	2	19	24	35	41	48
1452	2	75	7	31	33	35
1452	2	118	59	37	50	65
1457	2	7	261	40	53	66
1457	2	19	24	35	41	48
1457	2	75	7	31	33	35
1457	2	118	57	37	51	65
1462	2	7	259	41	54	67
1462	2	19	24	35	41	48
1462	2	75	7	31	33	35
1462	2	118	55	38	52	66
1467	2	7	256	41	54	67
1467	2	19	24	35	41	48
1467	2	75	7	31	33	35
1467	2	118	52	40	53	67
1472	2	7	254	41	54	67
1472	2	19	24	35	41	48
1472	2	75	7	31	33	35
1472	2	118	49	42	54	66
1477	2	7	252	42	54	67
1477	2	19	24	35	41	48
1477	2	75	7	31	33	35
1477	2	118	46	41	52	64
1482	2	7	249	42	54	67
1482	2	19	24	35	41	48
1482	2	75	7	31	33	35
1482	2	118	43	40	51	62
1487	2	7	247	42	54	67
1487	2	19	24	35	41	48
1487	2	75	7	31	33	35
1487	2	118	38	39	48	58
1492	2	7	244	42	54	66
1492	2	19	24	35	41	48
1492	2	75	7	31	33	35
1492	2	118	33	38	46	54
1497	1	7	121	42	54	66
1497	1	19	12	34	40	48
1497	1	75	4	30	32	36
1497	1	118	13	36	42	48
