//<Creator>Application Administrator (admin)</Creator>
//<CreateTime>2021-02-01T10:25:17</CreateTime>
//<DataField>Ocean</DataField>
//<DataType>Profiles</DataType>
//<Method>Particle abundance and volume from the Underwater Vision Profiler. The Underwater Video Profiler is designed for the quantification of particles and of large zooplankton in the water column. Light reflected by undisturbed target objects forms a dark-field image.</Method>
//<Owner1>My DO Name(doname@test.com)</Owner1>
Cruise:METAVAR:TEXT:40;Site:METAVAR:TEXT:20;Station:METAVAR:TEXT:20;DataOwner:METAVAR:TEXT:20;Rawfilename:METAVAR:TEXT:20;Instrument:METAVAR:TEXT:10;SN:METAVAR:TEXT:10;CTDrosettefilename:METAVAR:TEXT:40;yyyy-mm-dd hh:mm:METAVAR:TEXT:40;Latitude [degrees_north]:METAVAR:DOUBLE;Longitude [degrees_east]:METAVAR:DOUBLE;Depth [m]:PRIMARYVAR:DOUBLE;Sampled volume [L];living  [# m-3];Eukaryota(living)  [# m-3];Harosa(Eukaryota)  [# m-3];Rhizaria(Harosa)  [# m-3];Retaria(Rhizaria)  [# m-3];Acantharea(Retaria)  [# m-3];Polycystinea(Retaria)  [# m-3];Collodaria(Polycystinea)  [# m-3];solitaryblack(Collodaria)  [# m-3];solitarygrey(Collodaria)  [# m-3];living biovolume  [mm3 l-1];Eukaryota(living) biovolume  [mm3 l-1];Harosa(Eukaryota) biovolume  [mm3 l-1];Rhizaria(Harosa) biovolume  [mm3 l-1];Retaria(Rhizaria) biovolume  [mm3 l-1];Acantharea(Retaria) biovolume  [mm3 l-1];Polycystinea(Retaria) biovolume  [mm3 l-1];Collodaria(Polycystinea) biovolume  [mm3 l-1];solitaryblack(Collodaria) biovolume  [mm3 l-1];solitarygrey(Collodaria) biovolume  [mm3 l-1];living avgesd  [mm];Eukaryota(living) avgesd  [mm];Harosa(Eukaryota) avgesd  [mm];Rhizaria(Harosa) avgesd  [mm];Retaria(Rhizaria) avgesd  [mm];Acantharea(Retaria) avgesd  [mm];Polycystinea(Retaria) avgesd  [mm];Collodaria(Polycystinea) avgesd  [mm];solitaryblack(Collodaria) avgesd  [mm];solitarygrey(Collodaria) avgesd  [mm]
;;;;;;;;;;;227.5;1.13;8849.557522123894;8849.557522123894;8849.557522123894;8849.557522123894;8849.557522123894;;8849.557522123894;8849.557522123894;4424.778761061947;4424.778761061947;18.7509225142054;18.7509225142054;18.7509225142054;18.7509225142054;18.7509225142054;;18.7509225142054;18.7509225142054;11.074921660642834;7.676000853562602;1.58766427504451;1.58766427504451;1.58766427504451;1.58766427504451;1.58766427504451;;1.58766427504451;1.58766427504451;1.68454555244565;1.49078299764337
;;;;;;;;;;;232.5;1.13;8849.557522123894;8849.557522123894;8849.557522123894;8849.557522123894;8849.557522123894;;8849.557522123894;8849.557522123894;4424.778761061947;4424.778761061947;18.50942086623009;18.50942086623009;18.50942086623009;18.50942086623009;18.50942086623009;;18.50942086623009;18.50942086623009;10.925184521819736;7.584236344410364;1.58086881378661;1.58086881378661;1.58086881378661;1.58086881378661;1.58086881378661;;1.58086881378661;1.58086881378661;1.67691912623239;1.48481850134083
;;;;;;;;;;;237.5;1.13;8849.557522123894;8849.557522123894;8849.557522123894;8849.557522123894;8849.557522123894;;8849.557522123894;8849.557522123894;4424.778761061947;4424.778761061947;18.29055639641584;18.29055639641584;18.29055639641584;18.29055639641584;18.29055639641584;;18.29055639641584;18.29055639641584;10.787569965179028;7.502986431236833;1.57467218850107;1.57467218850107;1.57467218850107;1.57467218850107;1.57467218850107;;1.57467218850107;1.57467218850107;1.66984843574689;1.47949594125525
;;;;;;;;;;;242.5;1.13;8849.557522123894;8849.557522123894;8849.557522123894;8849.557522123894;8849.557522123894;;8849.557522123894;8849.557522123894;4424.778761061947;4424.778761061947;18.061155743836817;18.061155743836817;18.061155743836817;18.061155743836817;18.061155743836817;;18.061155743836817;18.061155743836817;10.639145193572832;7.4220105502640354;1.56815497237437;1.56815497237437;1.56815497237437;1.56815497237437;1.56815497237437;;1.56815497237437;1.56815497237437;1.66215457593563;1.4741553688131
;;;;;;;;;;;247.5;1.13;8849.557522123894;8849.557522123894;8849.557522123894;8849.557522123894;8849.557522123894;;8849.557522123894;8849.557522123894;4424.778761061947;4424.778761061947;17.834021096697434;17.834021096697434;17.834021096697434;17.834021096697434;17.834021096697434;;17.834021096697434;17.834021096697434;10.502747419627523;7.331273677069948;1.56157206466445;1.56157206466445;1.56157206466445;1.56157206466445;1.56157206466445;;1.56157206466445;1.56157206466445;1.65502080815311;1.46812332117579
;;;;;;;;;;;252.5;1.13;8849.557522123894;8849.557522123894;8849.557522123894;8849.557522123894;8849.557522123894;;8849.557522123894;8849.557522123894;4424.778761061947;4424.778761061947;17.60658756338204;17.60658756338204;17.60658756338204;17.60658756338204;17.60658756338204;;17.60658756338204;17.60658756338204;10.355646723303895;7.250940840078133;1.55499884602226;1.55499884602226;1.55499884602226;1.55499884602226;1.55499884602226;;1.55499884602226;1.55499884602226;1.64725769372638;1.46273999831814
;;;;;;;;;;;257.5;1.13;8849.557522123894;8849.557522123894;8849.557522123894;8849.557522123894;8849.557522123894;;8849.557522123894;8849.557522123894;4424.778761061947;4424.778761061947;17.391361859494513;17.391361859494513;17.391361859494513;17.391361859494513;17.391361859494513;;17.391361859494513;17.391361859494513;10.220476685068142;7.170885174426355;1.54869858338384;1.54869858338384;1.54869858338384;1.54869858338384;1.54869858338384;;1.54869858338384;1.54869858338384;1.64005912980513;1.45733803696256
;;;;;;;;;;;262.5;1.13;8849.557522123894;8849.557522123894;8849.557522123894;8849.557522123894;8849.557522123894;;8849.557522123894;8849.557522123894;4424.778761061947;4424.778761061947;17.1558998010123;17.1558998010123;17.1558998010123;17.1558998010123;17.1558998010123;;17.1558998010123;17.1558998010123;10.07471209115832;7.081187709853947;1.54173047291308;1.54173047291308;1.54173047291308;1.54173047291308;1.54173047291308;;1.54173047291308;1.54173047291308;1.63222485628065;1.45123608954551
;;;;;;;;;;;267.5;1.13;8849.557522123894;8849.557522123894;8849.557522123894;8849.557522123894;8849.557522123894;;8849.557522123894;8849.557522123894;4424.778761061947;4424.778761061947;16.942563582937346;16.942563582937346;16.942563582937346;16.942563582937346;16.942563582937346;;16.942563582937346;16.942563582937346;9.940781042870267;7.001782540067097;1.53537478603485;1.53537478603485;1.53537478603485;1.53537478603485;1.53537478603485;;1.53537478603485;1.53537478603485;1.62495969786897;1.44578987420073
;;;;;;;;;;;272.5;1.13;8849.557522123894;8849.557522123894;8849.557522123894;8849.557522123894;8849.557522123894;;8849.557522123894;8849.557522123894;4424.778761061947;4424.778761061947;16.71902270350478;16.71902270350478;16.71902270350478;16.71902270350478;16.71902270350478;;16.71902270350478;16.71902270350478;9.796364912331594;6.922657791173275;1.52868831446188;1.52868831446188;1.52868831446188;1.52868831446188;1.52868831446188;;1.52868831446188;1.52868831446188;1.61705227184372;1.44032435708003
;;;;;;;;;;;277.5;1.13;8849.557522123894;8849.557522123894;8849.557522123894;8849.557522123894;8849.557522123894;;8849.557522123894;8849.557522123894;4424.778761061947;4424.778761061947;16.497696345531065;16.497696345531065;16.497696345531065;16.497696345531065;16.497696345531065;;16.497696345531065;16.497696345531065;9.663684423518763;6.834011922012275;1.52193432898208;1.52193432898208;1.52193432898208;1.52193432898208;1.52193432898208;;1.52193432898208;1.52193432898208;1.60971863583355;1.43415002213062
;;;;;;;;;;;282.5;1.13;8849.557522123894;8849.557522123894;8849.557522123894;8849.557522123894;8849.557522123894;;8849.557522123894;8849.557522123894;4424.778761061947;4424.778761061947;16.276174852966818;16.276174852966818;16.276174852966818;16.276174852966818;16.276174852966818;;16.276174852966818;16.276174852966818;9.520629466869735;6.755545386097089;1.51518731312669;1.51518731312669;1.51518731312669;1.51518731312669;1.51518731312669;;1.51518731312669;1.51518731312669;1.60173596906053;1.42863865719284
;;;;;;;;;;;287.5;1.13;8849.557522123894;8849.557522123894;8849.557522123894;8849.557522123894;8849.557522123894;;8849.557522123894;8849.557522123894;4424.778761061947;4424.778761061947;16.066574075021947;16.066574075021947;16.066574075021947;16.066574075021947;16.066574075021947;;16.066574075021947;16.066574075021947;9.389211437352035;6.677362637669956;1.5087195843967;1.5087195843967;1.5087195843967;1.5087195843967;1.5087195843967;;1.5087195843967;1.5087195843967;1.59433188188739;1.42310728690601
;;;;;;;;;;;292.5;1.13;8849.557522123894;8849.557522123894;8849.557522123894;8849.557522123894;8849.557522123894;;8849.557522123894;8849.557522123894;4424.778761061947;4424.778761061947;15.837311721166639;15.837311721166639;15.837311721166639;15.837311721166639;15.837311721166639;;15.837311721166639;15.837311721166639;9.247530731465664;6.589780989700938;1.50156485517426;1.50156485517426;1.50156485517426;1.50156485517426;1.50156485517426;;1.50156485517426;1.50156485517426;1.58627178483524;1.41685792551328
;;;;;;;;;;;297.5;1.13;8849.557522123894;8849.557522123894;8849.557522123894;8849.557522123894;8849.557522123894;;8849.557522123894;8849.557522123894;4424.778761061947;4424.778761061947;15.629651860089117;15.629651860089117;15.629651860089117;15.629651860089117;15.629651860089117;;15.629651860089117;15.629651860089117;9.117387407376285;6.512264452712894;1.49503709591581;1.49503709591581;1.49503709591581;1.49503709591581;1.49503709591581;;1.49503709591581;1.49503709591581;1.5787951762757;1.41127901555592
;;;;;;;;;;;302.5;1.13;8849.557522123894;8849.557522123894;8849.557522123894;8849.557522123894;8849.557522123894;;8849.557522123894;8849.557522123894;4424.778761061947;4424.778761061947;15.412129607474338;15.412129607474338;15.412129607474338;15.412129607474338;15.412129607474338;;15.412129607474338;15.412129607474338;8.977094413425222;6.435035194049142;1.4881673519918;1.4881673519918;1.4881673519918;1.4881673519918;1.4881673519918;;1.4881673519918;1.4881673519918;1.57065535111487;1.40567935286872
;;;;;;;;;;;307.5;1.13;8849.557522123894;8849.557522123894;8849.557522123894;8849.557522123894;8849.557522123894;;8849.557522123894;8849.557522123894;4424.778761061947;4424.778761061947;15.196769263391596;15.196769263391596;15.196769263391596;15.196769263391596;15.196769263391596;;15.196769263391596;15.196769263391596;8.848238404341833;6.348530859049806;1.48122810465524;1.48122810465524;1.48122810465524;1.48122810465524;1.48122810465524;;1.48122810465524;1.48122810465524;1.56310404752624;1.39935216178423
;;;;;;;;;;;312.5;1.13;8849.557522123894;8849.557522123894;8849.557522123894;8849.557522123894;8849.557522123894;;8849.557522123894;8849.557522123894;4424.778761061947;4424.778761061947;14.981323096153012;14.981323096153012;14.981323096153012;14.981323096153012;14.981323096153012;;14.981323096153012;14.981323096153012;8.709346986998408;6.271976109154629;1.47429262068606;1.47429262068606;1.47429262068606;1.47429262068606;1.47429262068606;;1.47429262068606;1.47429262068606;1.55488208047807;1.39370316089404
;;;;;;;;;;;317.5;1.13;8849.557522123894;8849.557522123894;8849.557522123894;8849.557522123894;8849.557522123894;;8849.557522123894;8849.557522123894;4424.778761061947;4424.778761061947;14.777503544780975;14.777503544780975;14.777503544780975;14.777503544780975;14.777503544780975;;14.777503544780975;14.777503544780975;8.581791284284957;6.195712260495974;1.46764320479353;1.46764320479353;1.46764320479353;1.46764320479353;1.46764320479353;;1.46764320479353;1.46764320479353;1.5472537974177;1.38803261216935
;;;;;;;;;;;322.5;1.13;8849.557522123894;8849.557522123894;8849.557522123894;8849.557522123894;8849.557522123894;;8849.557522123894;8849.557522123894;4424.778761061947;4424.778761061947;14.554614557924426;14.554614557924426;14.554614557924426;14.554614557924426;14.554614557924426;;14.554614557924426;14.554614557924426;8.44431573229201;6.110298825632381;1.46028587975356;1.46028587975356;1.46028587975356;1.46028587975356;1.46028587975356;;1.46028587975356;1.46028587975356;1.53894715039426;1.38162460911286
;;;;;;;;;;;327.5;1.13;8849.557522123894;8849.557522123894;8849.557522123894;8849.557522123894;8849.557522123894;;8849.557522123894;8849.557522123894;4424.778761061947;4424.778761061947;14.352791829792658;14.352791829792658;14.352791829792658;14.352791829792658;14.352791829792658;;14.352791829792658;14.352791829792658;8.318073728762513;6.034718101030107;1.45357114593012;1.45357114593012;1.45357114593012;1.45357114593012;1.45357114593012;;1.45357114593012;1.45357114593012;1.5312394845476;1.37590280731265
;;;;;;;;;;;332.5;1.13;8849.557522123894;8849.557522123894;8849.557522123894;8849.557522123894;8849.557522123894;;8849.557522123894;8849.557522123894;4424.778761061947;4424.778761061947;14.141460818200002;14.141460818200002;14.141460818200002;14.141460818200002;14.141460818200002;;14.141460818200002;14.141460818200002;8.182028777003035;5.959432041196983;1.44650204823567;1.44650204823567;1.44650204823567;1.44650204823567;1.44650204823567;;1.44650204823567;1.44650204823567;1.52284548600007;1.37015861047126
;;;;;;;;;;;337.5;1.13;8849.557522123894;8849.557522123894;8849.557522123894;8849.557522123894;8849.557522123894;;8849.557522123894;8849.557522123894;4424.778761061947;4424.778761061947;13.932237909111063;13.932237909111063;13.932237909111063;13.932237909111063;13.932237909111063;;13.932237909111063;13.932237909111063;8.057114288033674;5.875123621077381;1.43936126201958;1.43936126201958;1.43936126201958;1.43936126201958;1.43936126201958;;1.43936126201958;1.43936126201958;1.51505590633645;1.36366661770271
;;;;;;;;;;;342.5;1.13;8849.557522123894;8849.557522123894;8849.557522123894;8849.557522123894;8849.557522123894;;8849.557522123894;8849.557522123894;4424.778761061947;4424.778761061947;13.723044780630532;13.723044780630532;13.723044780630532;13.723044780630532;13.723044780630532;;13.723044780630532;13.723044780630532;7.922515141242691;5.800529639387859;1.43222043348811;1.43222043348811;1.43222043348811;1.43222043348811;1.43222043348811;;1.43222043348811;1.43222043348811;1.50657174121879;1.35786912575743
;;;;;;;;;;;347.5;1.13;8849.557522123894;8849.557522123894;8849.557522123894;8849.557522123894;8849.557522123894;;8849.557522123894;8849.557522123894;4424.778761061947;4424.778761061947;13.525176663431152;13.525176663431152;13.525176663431152;13.525176663431152;13.525176663431152;;13.525176663431152;13.525176663431152;7.798942427471719;5.726234235959399;1.42537295691832;1.42537295691832;1.42537295691832;1.42537295691832;1.42537295691832;;1.42537295691832;1.42537295691832;1.49869757928284;1.3520483345538
;;;;;;;;;;;352.5;1.13;8849.557522123894;8849.557522123894;8849.557522123894;8849.557522123894;8849.557522123894;;8849.557522123894;8849.557522123894;4424.778761061947;4424.778761061947;13.308850293420267;13.308850293420267;13.308850293420267;13.308850293420267;13.308850293420267;;13.308850293420267;13.308850293420267;7.6658047857510265;5.643045507669213;1.41779461923926;1.41779461923926;1.41779461923926;1.41779461923926;1.41779461923926;;1.41779461923926;1.41779461923926;1.49012027802354;1.34546896045497
;;;;;;;;;;;357.5;1.13;8849.557522123894;8849.557522123894;8849.557522123894;8849.557522123894;8849.557522123894;;8849.557522123894;8849.557522123894;4424.778761061947;4424.778761061947;13.113040075599736;13.113040075599736;13.113040075599736;13.113040075599736;13.113040075599736;;13.113040075599736;13.113040075599736;7.543588577523462;5.5694514980762575;1.41087570503794;1.41087570503794;1.41087570503794;1.41087570503794;1.41087570503794;;1.41087570503794;1.41087570503794;1.48215871725661;1.33959269281926
;;;;;;;;;;;362.5;1.13;8849.557522123894;8849.557522123894;8849.557522123894;8849.557522123894;8849.557522123894;;8849.557522123894;8849.557522123894;4424.778761061947;4424.778761061947;12.908088804265843;12.908088804265843;12.908088804265843;12.908088804265843;12.908088804265843;;12.908088804265843;12.908088804265843;7.411928663839381;5.496160140426425;1.40358865139727;1.40358865139727;1.40358865139727;1.40358865139727;1.40358865139727;;1.40358865139727;1.40358865139727;1.47348514361636;1.33369215917818
;;;;;;;;;;;367.5;1.13;8849.557522123894;8849.557522123894;8849.557522123894;8849.557522123894;8849.557522123894;;8849.557522123894;8849.557522123894;4424.778761061947;4424.778761061947;12.705190569483452;12.705190569483452;12.705190569483452;12.705190569483452;12.705190569483452;;12.705190569483452;12.705190569483452;7.291084187572913;5.414106381910549;1.39622749256386;1.39622749256386;1.39622749256386;1.39622749256386;1.39622749256386;;1.39622749256386;1.39622749256386;1.46543320758679;1.32702177754093
;;;;;;;;;;;372.5;1.13;8849.557522123894;8849.557522123894;8849.557522123894;8849.557522123894;8849.557522123894;;8849.557522123894;8849.557522123894;4424.778761061947;4424.778761061947;12.502444897846463;12.502444897846463;12.502444897846463;12.502444897846463;12.502444897846463;;12.502444897846463;12.502444897846463;7.160918777439709;5.34152612040678;1.38886173921198;1.38886173921198;1.38886173921198;1.38886173921198;1.38886173921198;;1.38886173921198;1.38886173921198;1.45666004526111;1.32106343316284
;;;;;;;;;;;377.5;1.13;8849.557522123894;8849.557522123894;8849.557522123894;8849.557522123894;8849.557522123894;;8849.557522123894;8849.557522123894;4424.778761061947;4424.778761061947;12.310714540064248;12.310714540064248;12.310714540064248;12.310714540064248;12.310714540064248;;12.310714540064248;12.310714540064248;7.041461784110275;5.269252755953956;1.38179718597021;1.38179718597021;1.38179718597021;1.38179718597021;1.38179718597021;;1.38179718597021;1.38179718597021;1.44851458466395;1.31507978727647
;;;;;;;;;;;382.5;1.13;8849.557522123894;8849.557522123894;8849.557522123894;8849.557522123894;8849.557522123894;;8849.557522123894;8849.557522123894;4424.778761061947;4424.778761061947;12.101158125856992;12.101158125856992;12.101158125856992;12.101158125856992;12.101158125856992;;12.101158125856992;12.101158125856992;6.912808237687841;5.188349888169178;1.37397641820371;1.37397641820371;1.37397641820371;1.37397641820371;1.37397641820371;;1.37397641820371;1.37397641820371;1.43963832246861;1.30831451393881
;;;;;;;;;;;387.5;1.13;8849.557522123894;8849.557522123894;8849.557522123894;8849.557522123894;8849.557522123894;;8849.557522123894;8849.557522123894;4424.778761061947;4424.778761061947;11.91155276995655;11.91155276995655;11.91155276995655;11.91155276995655;11.91155276995655;;11.91155276995655;11.91155276995655;6.794755033659346;5.116797736297248;1.36683327765707;1.36683327765707;1.36683327765707;1.36683327765707;1.36683327765707;;1.36683327765707;1.36683327765707;1.43139600073376;1.30227055458039
;;;;;;;;;;;392.5;1.13;8849.557522123894;8849.557522123894;8849.557522123894;8849.557522123894;8849.557522123894;;8849.557522123894;8849.557522123894;4424.778761061947;4424.778761061947;11.71318824090416;11.71318824090416;11.71318824090416;11.71318824090416;11.71318824090416;;11.71318824090416;11.71318824090416;6.667631330523602;5.045556910380585;1.35930654929695;1.35930654929695;1.35930654929695;1.35930654929695;1.35930654929695;;1.35930654929695;1.35930654929695;1.42241291618528;1.29620018240862
;;;;;;;;;;;397.5;1.13;8849.557522123894;8849.557522123894;8849.557522123894;8849.557522123894;8849.557522123894;;8849.557522123894;8849.557522123894;4424.778761061947;4424.778761061947;11.51682035468363;11.51682035468363;11.51682035468363;11.51682035468363;11.51682035468363;;11.51682035468363;11.51682035468363;6.550998810975602;4.965821543708009;1.35170302115936;1.35170302115936;1.35170302115936;1.35170302115936;1.35170302115936;;1.35170302115936;1.35170302115936;1.41407019350759;1.28933584881113
;;;;;;;;;;;402.5;1.13;8849.557522123894;8849.557522123894;8849.557522123894;8849.557522123894;8849.557522123894;;8849.557522123894;8849.557522123894;4424.778761061947;4424.778761061947;11.320736079111859;11.320736079111859;11.320736079111859;11.320736079111859;11.320736079111859;;11.320736079111859;11.320736079111859;6.425423587854824;4.895312491257053;1.3440894045316;1.3440894045316;1.3440894045316;1.3440894045316;1.3440894045316;;1.3440894045316;1.3440894045316;1.40497633458113;1.28320247448207
;;;;;;;;;;;407.5;1.13;8849.557522123894;8849.557522123894;8849.557522123894;8849.557522123894;8849.557522123894;;8849.557522123894;8849.557522123894;4424.778761061947;4424.778761061947;11.135348664216727;11.135348664216727;11.135348664216727;11.135348664216727;11.135348664216727;;11.135348664216727;11.135348664216727;6.310229273096717;4.825119391119991;1.3367854711926;1.3367854711926;1.3367854711926;1.3367854711926;1.3367854711926;;1.3367854711926;1.3367854711926;1.39652945015561;1.2770414922296
;;;;;;;;;;;412.5;1.13;8849.557522123894;8849.557522123894;8849.557522123894;8849.557522123894;8849.557522123894;;8849.557522123894;8849.557522123894;4424.778761061947;4424.778761061947;10.93279074151478;10.93279074151478;10.93279074151478;10.93279074151478;10.93279074151478;;10.93279074151478;10.93279074151478;6.1862218649071865;4.746568876607629;1.32869711517394;1.32869711517394;1.32869711517394;1.32869711517394;1.32869711517394;;1.32869711517394;1.32869711517394;1.38732061496663;1.27007361538126
;;;;;;;;;;;417.5;1.13;8849.557522123894;8849.557522123894;8849.557522123894;8849.557522123894;8849.557522123894;;8849.557522123894;8849.557522123894;4424.778761061947;4424.778761061947;10.749602528707435;10.749602528707435;10.749602528707435;10.749602528707435;10.749602528707435;;10.749602528707435;10.749602528707435;6.072483939907585;4.677118588799868;1.32130615178847;1.32130615178847;1.32130615178847;1.32130615178847;1.32130615178847;;1.32130615178847;1.32130615178847;1.37876556717595;1.26384673640099
;;;;;;;;;;;422.5;1.13;8849.557522123894;8849.557522123894;8849.557522123894;8849.557522123894;8849.557522123894;;8849.557522123894;8849.557522123894;4424.778761061947;4424.778761061947;10.558053516710178;10.558053516710178;10.558053516710178;10.558053516710178;10.558053516710178;;10.558053516710178;10.558053516710178;5.950064424468947;4.607989092241239;1.3135141213744;1.3135141213744;1.3135141213744;1.3135141213744;1.3135141213744;;1.3135141213744;1.3135141213744;1.36943728128935;1.25759096145945
;;;;;;;;;;;427.5;1.13;8849.557522123894;8849.557522123894;8849.557522123894;8849.557522123894;8849.557522123894;;8849.557522123894;8849.557522123894;4424.778761061947;4424.778761061947;10.368443360318496;10.368443360318496;10.368443360318496;10.368443360318496;10.368443360318496;;10.368443360318496;10.368443360318496;5.8378017819755845;4.530641578342876;1.30564225762286;1.30564225762286;1.30564225762286;1.30564225762286;1.30564225762286;;1.30564225762286;1.30564225762286;1.36076980554754;1.25051470969818
;;;;;;;;;;;432.5;1.13;8849.557522123894;8849.557522123894;8849.557522123894;8849.557522123894;8849.557522123894;;8849.557522123894;8849.557522123894;4424.778761061947;4424.778761061947;10.179257476977964;10.179257476977964;10.179257476977964;10.179257476977964;10.179257476977964;;10.179257476977964;10.179257476977964;5.716991028841522;4.462266448136408;1.297753605685;1.297753605685;1.297753605685;1.297753605685;1.297753605685;;1.297753605685;1.297753605685;1.35131729656665;1.24418991480334
;;;;;;;;;;;437.5;1.13;8849.557522123894;8849.557522123894;8849.557522123894;8849.557522123894;8849.557522123894;;8849.557522123894;8849.557522123894;4424.778761061947;4424.778761061947;10.000440494008409;10.000440494008409;10.000440494008409;10.000440494008409;10.000440494008409;;10.000440494008409;10.000440494008409;5.606223316522416;4.394217177485956;1.2901838365059;1.2901838365059;1.2901838365059;1.2901838365059;1.2901838365059;;1.2901838365059;1.2901838365059;1.34253284047089;1.2378348325409
;;;;;;;;;;;442.5;1.13;8849.557522123894;8849.557522123894;8849.557522123894;8849.557522123894;8849.557522123894;;8849.557522123894;8849.557522123894;4424.778761061947;4424.778761061947;9.805134713504957;9.805134713504957;9.805134713504957;9.805134713504957;9.805134713504957;;9.805134713504957;9.805134713504957;5.487043040426549;4.318091673078381;1.28179799792157;1.28179799792157;1.28179799792157;1.28179799792157;1.28179799792157;;1.28179799792157;1.28179799792157;1.33295100949682;1.23064498634631
;;;;;;;;;;;447.5;1.13;8849.557522123894;8849.557522123894;8849.557522123894;8849.557522123894;8849.557522123894;;8849.557522123894;8849.557522123894;4424.778761061947;4424.778761061947;9.628599591850001;9.628599591850001;9.628599591850001;9.628599591850001;9.628599591850001;;9.628599591850001;9.628599591850001;5.377790712527744;4.25080887932223;1.2741311055067;1.2741311055067;1.2741311055067;1.2741311055067;1.2741311055067;;1.2741311055067;1.2741311055067;1.32404470487649;1.22421750613691
;;;;;;;;;;;452.5;1.13;8849.557522123894;8849.557522123894;8849.557522123894;8849.557522123894;8849.557522123894;;8849.557522123894;8849.557522123894;4424.778761061947;4424.778761061947;9.444120793535665;9.444120793535665;9.444120793535665;9.444120793535665;9.444120793535665;;9.444120793535665;9.444120793535665;5.260263532021487;4.183857261514142;1.26604316306988;1.26604316306988;1.26604316306988;1.26604316306988;1.26604316306988;;1.26604316306988;1.26604316306988;1.31432809435342;1.21775823178635
;;;;;;;;;;;457.5;1.13;8849.557522123894;8849.557522123894;8849.557522123894;8849.557522123894;8849.557522123894;;8849.557522123894;8849.557522123894;4424.778761061947;4424.778761061947;9.261521612228762;9.261521612228762;9.261521612228762;9.261521612228762;9.261521612228762;;9.261521612228762;9.261521612228762;5.152547906113532;4.108973706115222;1.2578719322354;1.2578719322354;1.2578719322354;1.2578719322354;1.2578719322354;;1.2578719322354;1.2578719322354;1.3052947257294;1.2104491387414
;;;;;;;;;;;462.5;1.13;8849.557522123894;8849.557522123894;8849.557522123894;8849.557522123894;8849.557522123894;;8849.557522123894;8849.557522123894;4424.778761061947;4424.778761061947;9.079498686489382;9.079498686489382;9.079498686489382;9.079498686489382;9.079498686489382;;9.079498686489382;9.079498686489382;5.036697408062876;4.042801278426505;1.24967564335273;1.24967564335273;1.24967564335273;1.24967564335273;1.24967564335273;;1.24967564335273;1.24967564335273;1.29543748310021;1.20391380360525
;;;;;;;;;;;467.5;1.13;8849.557522123894;8849.557522123894;8849.557522123894;8849.557522123894;8849.557522123894;;8849.557522123894;8849.557522123894;4424.778761061947;4424.778761061947;8.907506339625577;8.907506339625577;8.907506339625577;8.907506339625577;8.907506339625577;;8.907506339625577;8.907506339625577;4.9305407275392215;3.9769656120863632;1.24180824515519;1.24180824515519;1.24180824515519;1.24180824515519;1.24180824515519;;1.24180824515519;1.24180824515519;1.28627145197423;1.19734503833615
;;;;;;;;;;;472.5;1.13;8849.557522123894;8849.557522123894;8849.557522123894;8849.557522123894;8849.557522123894;;8849.557522123894;8849.557522123894;4424.778761061947;4424.778761061947;8.719736492623117;8.719736492623117;8.719736492623117;8.719736492623117;8.719736492623117;;8.719736492623117;8.719736492623117;4.816391538255302;3.9033449543678147;1.23308892479652;1.23308892479652;1.23308892479652;1.23308892479652;1.23308892479652;;1.23308892479652;1.23308892479652;1.27626728845948;1.18991056113357
;;;;;;;;;;;477.5;1.13;8849.557522123894;8849.557522123894;8849.557522123894;8849.557522123894;8849.557522123894;;8849.557522123894;8849.557522123894;4424.778761061947;4424.778761061947;8.550118887119133;8.550118887119133;8.550118887119133;8.550118887119133;8.550118887119133;;8.550118887119133;8.550118887119133;4.711817041354752;3.8383018457643807;1.22511216266654;1.22511216266654;1.22511216266654;1.22511216266654;1.22511216266654;;1.22511216266654;1.22511216266654;1.26696257273936;1.18326175259372
;;;;;;;;;;;482.5;1.13;8849.557522123894;8849.557522123894;8849.557522123894;8849.557522123894;8849.557522123894;;8849.557522123894;8849.557522123894;4424.778761061947;4424.778761061947;8.372996281660992;8.372996281660992;8.372996281660992;8.372996281660992;8.372996281660992;;8.372996281660992;8.372996281660992;4.599394905262257;3.7736013763987346;1.21669122453045;1.21669122453045;1.21669122453045;1.21669122453045;1.21669122453045;;1.21669122453045;1.21669122453045;1.25680471641489;1.17657773264601
;;;;;;;;;;;487.5;1.13;8849.557522123894;8849.557522123894;8849.557522123894;8849.557522123894;8849.557522123894;;8849.557522123894;8849.557522123894;4424.778761061947;4424.778761061947;8.19769256381586;8.19769256381586;8.19769256381586;8.19769256381586;8.19769256381586;;8.19769256381586;8.19769256381586;4.496426901518239;3.70126566229762;1.20818300646011;1.20818300646011;1.20818300646011;1.20818300646011;1.20818300646011;;1.20818300646011;1.20818300646011;1.24735482414053;1.16901118877969
;;;;;;;;;;;492.5;1.13;8849.557522123894;8849.557522123894;8849.557522123894;8849.557522123894;8849.557522123894;;8849.557522123894;8849.557522123894;4424.778761061947;4424.778761061947;8.023130599241302;8.023130599241302;8.023130599241302;8.023130599241302;8.023130599241302;;8.023130599241302;8.023130599241302;4.3857587684208585;3.637371830820443;1.19963937464145;1.19963937464145;1.19963937464145;1.19963937464145;1.19963937464145;;1.19963937464145;1.19963937464145;1.23703596631959;1.16224278296332
