Profile	Rawfilename	yyyy-mm-dd hh:mm	Project	Depth [m]	Sampled volume [L]	LPM (1-2 µm) [# l-1]	LPM (2-4 µm) [# l-1]	LPM (4-8 µm) [# l-1]	LPM (8-16 µm) [# l-1]	LPM (16-32 µm) [# l-1]	LPM (32-64 µm) [# l-1]	LPM (64-128 µm) [# l-1]	LPM (128-256 µm) [# l-1]	LPM (256-512 µm) [# l-1]	LPM (0.512-1.02 mm) [# l-1]	LPM (1.02-2.05 mm) [# l-1]	LPM (2.05-4.1 mm) [# l-1]	LPM (4.1-8.19 mm) [# l-1]	LPM (8.19-16.4 mm) [# l-1]	LPM (>16.4 mm) [# l-1]	LPM biovolume (1-2 µm) [mm3 l-1]	LPM biovolume (2-4 µm) [mm3 l-1]	LPM biovolume (4-8 µm) [mm3 l-1]	LPM biovolume (8-16 µm) [mm3 l-1]	LPM biovolume (16-32 µm) [mm3 l-1]	LPM biovolume (32-64 µm) [mm3 l-1]	LPM biovolume (64-128 µm) [mm3 l-1]	LPM biovolume (128-256 µm) [mm3 l-1]	LPM biovolume (256-512 µm) [mm3 l-1]	LPM biovolume (0.512-1.02 mm) [mm3 l-1]	LPM biovolume (1.02-2.05 mm) [mm3 l-1]	LPM biovolume (2.05-4.1 mm) [mm3 l-1]	LPM biovolume (4.1-8.19 mm) [mm3 l-1]	LPM biovolume (8.19-16.4 mm) [mm3 l-1]	LPM biovolume (>16.4 mm) [mm3 l-1]	chloro fluo [mg chl m-3]	conductivity [ms cm-1]	cpar [%]	depth [m]	fcdom [ppb qse]	in situ density anomaly [kg m-3]	nitrate [umol l-1]	oxygen [umol kg-1]	oxygen [ml l-1]	par [umol m-2 s-1]	potential density anomaly [kg m-3]	potential temperature [degc]	practical salinity [psu]	pressure [db]	qc flag	spar [umol m-2 s-1]	temperature [degc]	extrames01	extrames02	extrames03	extrames04	extrames05	extrames06	extrames07	extrames08	extrames09	extrames10	extrames11	extrames12	extrames13	extrames14	extrames15	extrames16	extrames17	extrames18	extrames19	extrames20
brusample01	HDR20191121010000	2019-11-21 01:00:00	EcoPart TU Project UVP 5 pour load BRU	952.5	1.13	0.0	0.0	0.0	0.0	0.0	194.69026548672568	8.849557522123895	45.13274336283186	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00860664995291659	0.00170342634508091	0.136458811980346	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																					
brusample01	HDR20191121010000	2019-11-21 01:00:00	EcoPart TU Project UVP 5 pour load BRU	957.5	1.13	0.0	0.0	0.0	0.0	0.0	192.9203539823009	8.849557522123895	45.13274336283186	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00848535244156041	0.00170342634508091	0.136458811980346	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																					
brusample01	HDR20191121010000	2019-11-21 01:00:00	EcoPart TU Project UVP 5 pour load BRU	962.5	1.13	0.0	0.0	0.0	0.0	0.0	191.1504424778761	8.849557522123895	45.13274336283186	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00836405493020423	0.00170342634508091	0.136458811980346	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																					
brusample01	HDR20191121010000	2019-11-21 01:00:00	EcoPart TU Project UVP 5 pour load BRU	967.5	1.13	0.0	0.0	0.0	0.0	0.0	189.38053097345136	8.849557522123895	44.247787610619476	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00824275741884806	0.00170342634508091	0.133673910593462	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																					
brusample01	HDR20191121010000	2019-11-21 01:00:00	EcoPart TU Project UVP 5 pour load BRU	972.5	1.13	0.0	0.0	0.0	0.0	0.0	187.61061946902657	8.849557522123895	44.247787610619476	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00812145990749188	0.00170342634508091	0.133673910593462	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																					
brusample01	HDR20191121010000	2019-11-21 01:00:00	EcoPart TU Project UVP 5 pour load BRU	977.5	1.13	0.0	0.0	0.0	0.0	0.0	185.8407079646018	8.849557522123895	44.247787610619476	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0080001623961357	0.00170342634508091	0.133673910593462	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																					
brusample01	HDR20191121010000	2019-11-21 01:00:00	EcoPart TU Project UVP 5 pour load BRU	982.5	1.13	0.0	0.0	0.0	0.0	0.0	184.070796460177	8.849557522123895	44.247787610619476	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00787886488477952	0.00170342634508091	0.133673910593462	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																					
brusample01	HDR20191121010000	2019-11-21 01:00:00	EcoPart TU Project UVP 5 pour load BRU	987.5	1.13	0.0	0.0	0.0	0.0	0.0	182.30088495575222	8.849557522123895	44.247787610619476	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00775756737342334	0.00170342634508091	0.133673910593462	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																					
brusample01	HDR20191121010000	2019-11-21 01:00:00	EcoPart TU Project UVP 5 pour load BRU	992.5	1.13	0.0	0.0	0.0	0.0	0.0	180.53097345132744	8.849557522123895	44.247787610619476	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00763626986206716	0.00170342634508091	0.133673910593462	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																					
brusample01	HDR20191121010000	2019-11-21 01:00:00	EcoPart TU Project UVP 5 pour load BRU	997.5	1.13	0.0	0.0	0.0	0.0	0.0	178.7610619469027	8.849557522123895	44.247787610619476	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00751497235071098	0.00170342634508091	0.133673910593462	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																					
brusample01	HDR20191121010000	2019-11-21 01:00:00	EcoPart TU Project UVP 5 pour load BRU	1002.5	1.13	0.0	0.0	0.0	0.0	0.0	176.9911504424779	8.849557522123895	44.247787610619476	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0073936748393548	0.00170342634508091	0.133673910593462	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																					
brusample01	HDR20191121010000	2019-11-21 01:00:00	EcoPart TU Project UVP 5 pour load BRU	1007.5	1.13	0.0	0.0	0.0	0.0	0.0	176.1061946902655	8.849557522123895	44.247787610619476	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00735670646515803	0.00170342634508091	0.133673910593462	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																					
brusample01	HDR20191121010000	2019-11-21 01:00:00	EcoPart TU Project UVP 5 pour load BRU	1012.5	1.13	0.0	0.0	0.0	0.0	0.0	175.22123893805312	8.849557522123895	44.247787610619476	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00731973809096125	0.00170342634508091	0.133673910593462	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																					
brusample01	HDR20191121010000	2019-11-21 01:00:00	EcoPart TU Project UVP 5 pour load BRU	1017.5	1.13	0.0	0.0	0.0	0.0	0.0	174.33628318584073	8.849557522123895	43.362831858407084	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00728276971676448	0.00170342634508091	0.130889009206578	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																					
brusample01	HDR20191121010000	2019-11-21 01:00:00	EcoPart TU Project UVP 5 pour load BRU	1022.5	1.13	0.0	0.0	0.0	0.0	0.0	173.45132743362834	8.849557522123895	43.362831858407084	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0072458013425677	0.00170342634508091	0.130889009206578	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																					
brusample01	HDR20191121010000	2019-11-21 01:00:00	EcoPart TU Project UVP 5 pour load BRU	1027.5	1.13	0.0	0.0	0.0	0.0	0.0	172.56637168141594	8.849557522123895	43.362831858407084	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00720883296837093	0.00170342634508091	0.130889009206578	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																					
brusample01	HDR20191121010000	2019-11-21 01:00:00	EcoPart TU Project UVP 5 pour load BRU	1032.5	1.13	0.0	0.0	0.0	0.0	0.0	171.68141592920355	8.849557522123895	43.362831858407084	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00717186459417416	0.00170342634508091	0.130889009206578	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																					
brusample01	HDR20191121010000	2019-11-21 01:00:00	EcoPart TU Project UVP 5 pour load BRU	1037.5	1.13	0.0	0.0	0.0	0.0	0.0	170.79646017699116	8.849557522123895	43.362831858407084	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00713489621997738	0.00170342634508091	0.130889009206578	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																					
brusample01	HDR20191121010000	2019-11-21 01:00:00	EcoPart TU Project UVP 5 pour load BRU	1042.5	1.13	0.0	0.0	0.0	0.0	0.0	169.91150442477877	8.849557522123895	43.362831858407084	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00709792784578061	0.00170342634508091	0.130889009206578	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																					
brusample01	HDR20191121010000	2019-11-21 01:00:00	EcoPart TU Project UVP 5 pour load BRU	1047.5	1.13	0.0	0.0	0.0	0.0	0.0	169.02654867256638	8.849557522123895	43.362831858407084	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00706095947158383	0.00170342634508091	0.130889009206578	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																					
brusample01	HDR20191121010000	2019-11-21 01:00:00	EcoPart TU Project UVP 5 pour load BRU	1052.5	1.13	0.0	0.0	0.0	0.0	0.0	168.141592920354	8.849557522123895	43.362831858407084	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00702399109738706	0.00170342634508091	0.130889009206578	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																					
brusample01	HDR20191121010000	2019-11-21 01:00:00	EcoPart TU Project UVP 5 pour load BRU	1057.5	1.13	0.0	0.0	0.0	0.0	0.0	167.25663716814162	8.849557522123895	43.362831858407084	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00698702272319029	0.00170342634508091	0.130889009206578	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																					
brusample01	HDR20191121010000	2019-11-21 01:00:00	EcoPart TU Project UVP 5 pour load BRU	1062.5	1.13	0.0	0.0	0.0	0.0	0.0	166.37168141592923	8.849557522123895	42.47787610619469	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00695005434899351	0.00170342634508091	0.128104107819694	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																					
brusample01	HDR20191121010000	2019-11-21 01:00:00	EcoPart TU Project UVP 5 pour load BRU	1067.5	1.13	0.0	0.0	0.0	0.0	0.0	165.48672566371684	8.849557522123895	42.47787610619469	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00691308597479674	0.00170342634508091	0.128104107819694	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																					
brusample01	HDR20191121010000	2019-11-21 01:00:00	EcoPart TU Project UVP 5 pour load BRU	1072.5	1.13	0.0	0.0	0.0	0.0	0.0	164.60176991150445	8.849557522123895	42.47787610619469	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00687611760059996	0.00170342634508091	0.128104107819694	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																					
brusample01	HDR20191121010000	2019-11-21 01:00:00	EcoPart TU Project UVP 5 pour load BRU	1077.5	1.13	0.0	0.0	0.0	0.0	0.0	163.71681415929206	8.849557522123895	42.47787610619469	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00683914922640319	0.00170342634508091	0.128104107819694	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																					
brusample01	HDR20191121010000	2019-11-21 01:00:00	EcoPart TU Project UVP 5 pour load BRU	1082.5	1.13	0.0	0.0	0.0	0.0	0.0	162.83185840707966	8.849557522123895	42.47787610619469	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00680218085220642	0.00170342634508091	0.128104107819694	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																					
brusample01	HDR20191121010000	2019-11-21 01:00:00	EcoPart TU Project UVP 5 pour load BRU	1087.5	1.13	0.0	0.0	0.0	0.0	0.0	161.94690265486727	8.849557522123895	42.47787610619469	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00676521247800964	0.00170342634508091	0.128104107819694	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																					
brusample01	HDR20191121010000	2019-11-21 01:00:00	EcoPart TU Project UVP 5 pour load BRU	1092.5	1.13	0.0	0.0	0.0	0.0	0.0	161.06194690265488	8.849557522123895	42.47787610619469	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00672824410381287	0.00170342634508091	0.128104107819694	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																					
brusample01	HDR20191121010000	2019-11-21 01:00:00	EcoPart TU Project UVP 5 pour load BRU	1097.5	1.13	0.0	0.0	0.0	0.0	0.0	160.1769911504425	8.849557522123895	42.47787610619469	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00669127572961609	0.00170342634508091	0.128104107819694	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																					
brusample01	HDR20191121010000	2019-11-21 01:00:00	EcoPart TU Project UVP 5 pour load BRU	1102.5	1.13	0.0	0.0	0.0	0.0	0.0	159.2920353982301	8.849557522123895	42.47787610619469	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00665430735541932	0.00170342634508091	0.128104107819694	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																					
brusample01	HDR20191121010000	2019-11-21 01:00:00	EcoPart TU Project UVP 5 pour load BRU	1107.5	1.13	0.0	0.0	0.0	0.0	0.0	158.4070796460177	8.849557522123895	40.707964601769916	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00661733898122255	0.00170342634508091	0.12392709473361	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																					
brusample01	HDR20191121010000	2019-11-21 01:00:00	EcoPart TU Project UVP 5 pour load BRU	1112.5	1.13	0.0	0.0	0.0	0.0	0.0	157.52212389380531	8.849557522123895	40.707964601769916	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00658037060702577	0.00170342634508091	0.12392709473361	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																					
brusample01	HDR20191121010000	2019-11-21 01:00:00	EcoPart TU Project UVP 5 pour load BRU	1117.5	1.13	0.0	0.0	0.0	0.0	0.0	156.63716814159292	8.849557522123895	40.707964601769916	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006543402232829	0.00170342634508091	0.12392709473361	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																					
brusample01	HDR20191121010000	2019-11-21 01:00:00	EcoPart TU Project UVP 5 pour load BRU	1122.5	1.13	0.0	0.0	0.0	0.0	0.0	155.75221238938053	8.849557522123895	40.707964601769916	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00650643385863222	0.00170342634508091	0.12392709473361	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																					
brusample01	HDR20191121010000	2019-11-21 01:00:00	EcoPart TU Project UVP 5 pour load BRU	1127.5	1.13	0.0	0.0	0.0	0.0	0.0	154.86725663716817	8.849557522123895	40.707964601769916	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00646946548443545	0.00170342634508091	0.12392709473361	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																					
brusample01	HDR20191121010000	2019-11-21 01:00:00	EcoPart TU Project UVP 5 pour load BRU	1132.5	1.13	0.0	0.0	0.0	0.0	0.0	153.98230088495578	8.849557522123895	40.707964601769916	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00643249711023868	0.00170342634508091	0.12392709473361	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																					
brusample01	HDR20191121010000	2019-11-21 01:00:00	EcoPart TU Project UVP 5 pour load BRU	1137.5	1.13	0.0	0.0	0.0	0.0	0.0	153.09734513274338	8.849557522123895	40.707964601769916	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0063955287360419	0.00170342634508091	0.12392709473361	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																					
brusample01	HDR20191121010000	2019-11-21 01:00:00	EcoPart TU Project UVP 5 pour load BRU	1142.5	1.13	0.0	0.0	0.0	0.0	0.0	152.212389380531	8.849557522123895	40.707964601769916	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00635856036184513	0.00170342634508091	0.12392709473361	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																					
brusample01	HDR20191121010000	2019-11-21 01:00:00	EcoPart TU Project UVP 5 pour load BRU	1147.5	1.13	0.0	0.0	0.0	0.0	0.0	151.3274336283186	8.849557522123895	39.823008849557525	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00632159198764835	0.00170342634508091	0.121142193346726	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																					
brusample01	HDR20191121010000	2019-11-21 01:00:00	EcoPart TU Project UVP 5 pour load BRU	1152.5	1.13	0.0	0.0	0.0	0.0	0.0	150.4424778761062	8.849557522123895	39.823008849557525	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00628462361345158	0.00170342634508091	0.121142193346726	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																					
brusample01	HDR20191121010000	2019-11-21 01:00:00	EcoPart TU Project UVP 5 pour load BRU	1157.5	1.13	0.0	0.0	0.0	0.0	0.0	149.55752212389382	8.849557522123895	39.823008849557525	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00624765523925481	0.00170342634508091	0.121142193346726	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																					
brusample01	HDR20191121010000	2019-11-21 01:00:00	EcoPart TU Project UVP 5 pour load BRU	1162.5	1.13	0.0	0.0	0.0	0.0	0.0	148.67256637168143	8.849557522123895	39.823008849557525	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00621068686505803	0.00170342634508091	0.121142193346726	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																					
brusample01	HDR20191121010000	2019-11-21 01:00:00	EcoPart TU Project UVP 5 pour load BRU	1167.5	1.13	0.0	0.0	0.0	0.0	0.0	147.78761061946904	8.849557522123895	39.823008849557525	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00617371849086126	0.00170342634508091	0.121142193346726	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																					
brusample01	HDR20191121010000	2019-11-21 01:00:00	EcoPart TU Project UVP 5 pour load BRU	1172.5	1.13	0.0	0.0	0.0	0.0	0.0	146.90265486725664	8.849557522123895	39.823008849557525	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00613675011666448	0.00170342634508091	0.121142193346726	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																					
brusample01	HDR20191121010000	2019-11-21 01:00:00	EcoPart TU Project UVP 5 pour load BRU	1177.5	1.13	0.0	0.0	0.0	0.0	0.0	146.01769911504425	8.849557522123895	39.823008849557525	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00609978174246771	0.00170342634508091	0.121142193346726	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																					
brusample01	HDR20191121010000	2019-11-21 01:00:00	EcoPart TU Project UVP 5 pour load BRU	1182.5	1.13	0.0	0.0	0.0	0.0	0.0	145.13274336283186	8.849557522123895	38.93805309734513	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00606281336827094	0.00170342634508091	0.118357291959842	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																					
brusample01	HDR20191121010000	2019-11-21 01:00:00	EcoPart TU Project UVP 5 pour load BRU	1187.5	1.13	0.0	0.0	0.0	0.0	0.0	144.24778761061947	8.849557522123895	38.93805309734513	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00602584499407416	0.00170342634508091	0.118357291959842	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																					
brusample01	HDR20191121010000	2019-11-21 01:00:00	EcoPart TU Project UVP 5 pour load BRU	1192.5	1.13	0.0	0.0	0.0	0.0	0.0	143.3628318584071	8.849557522123895	38.93805309734513	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00598887661987739	0.00170342634508091	0.118357291959842	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																					
brusample01	HDR20191121010000	2019-11-21 01:00:00	EcoPart TU Project UVP 5 pour load BRU	1197.5	1.13	0.0	0.0	0.0	0.0	0.0	142.4778761061947	8.849557522123895	38.93805309734513	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00595190824568061	0.00170342634508091	0.118357291959842	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																					
brusample01	HDR20191121010000	2019-11-21 01:00:00	EcoPart TU Project UVP 5 pour load BRU	1202.5	1.13	0.0	0.0	0.0	0.0	0.0	141.59292035398232	8.849557522123895	38.93805309734513	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00591493987148384	0.00170342634508091	0.118357291959842	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																					
brusample01	HDR20191121010000	2019-11-21 01:00:00	EcoPart TU Project UVP 5 pour load BRU	1207.5	1.13	0.0	0.0	0.0	0.0	0.0	140.70796460176993	8.849557522123895	38.93805309734513	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00587797149728707	0.00170342634508091	0.118357291959842	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																					
brusample01	HDR20191121010000	2019-11-21 01:00:00	EcoPart TU Project UVP 5 pour load BRU	1212.5	1.13	0.0	0.0	0.0	0.0	0.0	139.82300884955754	8.849557522123895	38.05309734513275	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00584100312309029	0.00170342634508091	0.115572390572958	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																					
brusample01	HDR20191121010000	2019-11-21 01:00:00	EcoPart TU Project UVP 5 pour load BRU	1217.5	1.13	0.0	0.0	0.0	0.0	0.0	138.93805309734515	8.849557522123895	38.05309734513275	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00580403474889352	0.00170342634508091	0.115572390572958	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																					
brusample01	HDR20191121010000	2019-11-21 01:00:00	EcoPart TU Project UVP 5 pour load BRU	1222.5	1.13	0.0	0.0	0.0	0.0	0.0	138.05309734513276	8.849557522123895	38.05309734513275	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00576706637469674	0.00170342634508091	0.115572390572958	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																					
brusample01	HDR20191121010000	2019-11-21 01:00:00	EcoPart TU Project UVP 5 pour load BRU	1227.5	1.13	0.0	0.0	0.0	0.0	0.0	137.16814159292036	8.849557522123895	38.05309734513275	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00573009800049997	0.00170342634508091	0.115572390572958	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																					
brusample01	HDR20191121010000	2019-11-21 01:00:00	EcoPart TU Project UVP 5 pour load BRU	1232.5	1.13	0.0	0.0	0.0	0.0	0.0	136.28318584070797	8.849557522123895	38.05309734513275	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0056931296263032	0.00170342634508091	0.115572390572958	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																					
brusample01	HDR20191121010000	2019-11-21 01:00:00	EcoPart TU Project UVP 5 pour load BRU	1237.5	1.13	0.0	0.0	0.0	0.0	0.0	135.39823008849558	8.849557522123895	38.05309734513275	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00565616125210642	0.00170342634508091	0.115572390572958	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																					
brusample01	HDR20191121010000	2019-11-21 01:00:00	EcoPart TU Project UVP 5 pour load BRU	1242.5	1.13	0.0	0.0	0.0	0.0	0.0	134.5132743362832	8.849557522123895	37.16814159292036	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00561919287790965	0.00170342634508091	0.112787489186074	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																					
brusample01	HDR20191121010000	2019-11-21 01:00:00	EcoPart TU Project UVP 5 pour load BRU	1247.5	1.13	0.0	0.0	0.0	0.0	0.0	133.6283185840708	8.849557522123895	37.16814159292036	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00558222450371287	0.00170342634508091	0.112787489186074	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																					
brusample01	HDR20191121010000	2019-11-21 01:00:00	EcoPart TU Project UVP 5 pour load BRU	1252.5	1.13	0.0	0.0	0.0	0.0	0.0	132.7433628318584	8.849557522123895	37.16814159292036	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0055452561295161	0.00170342634508091	0.112787489186074	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																					
brusample01	HDR20191121010000	2019-11-21 01:00:00	EcoPart TU Project UVP 5 pour load BRU	1257.5	1.13	0.0	0.0	0.0	0.0	0.0	131.85840707964604	8.849557522123895	37.16814159292036	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00550828775531933	0.00170342634508091	0.112787489186074	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																					
