depth	imgcount	area	nbr	greylimit1	greylimit2	greylimit3
972	1	118	46	41	52	64
977	1	7	205	41	54	67
977	1	12	5	31	32	33
977	1	19	10	32	34	37
977	1	75	4	30	31	33
977	1	118	46	41	52	64
982	1	7	204	41	54	67
982	1	12	4	30	31	33
982	1	19	10	32	34	37
982	1	75	4	30	31	33
982	1	118	46	41	52	64
987	1	7	203	41	54	67
987	1	12	3	30	31	32
987	1	19	10	32	34	37
987	1	75	4	30	31	33
987	1	118	46	41	52	64
992	1	7	202	42	54	67
992	1	12	2	30	30	31
992	1	19	10	32	34	37
992	1	75	4	30	31	33
992	1	118	46	41	52	64
997	1	7	201	42	54	67
997	1	12	1	30	30	30
997	1	19	10	32	34	37
997	1	75	4	30	31	33
997	1	118	46	41	52	64
1002	1	7	200	42	54	67
1002	1	19	10	32	34	37
1002	1	75	4	30	31	33
1002	1	118	46	41	52	64
1007	1	7	199	42	54	67
1007	1	19	10	32	34	37
1007	1	75	4	30	31	33
1007	1	118	46	41	52	64
1012	1	7	198	42	54	67
1012	1	19	10	32	34	37
1012	1	75	4	30	31	33
1012	1	118	46	41	52	64
1017	1	7	197	42	54	66
1017	1	19	10	32	34	37
1017	1	75	4	30	31	33
1017	1	118	45	41	52	63
1022	1	7	196	42	54	66
1022	1	19	10	32	34	37
1022	1	75	4	30	31	33
1022	1	118	45	41	52	63
1027	1	7	195	42	54	66
1027	1	19	10	32	34	37
1027	1	75	4	30	31	33
1027	1	118	45	41	52	63
1032	1	7	194	42	54	66
1032	1	19	10	32	34	37
1032	1	75	4	30	31	33
1032	1	118	45	41	52	63
1037	1	7	193	42	54	66
1037	1	19	10	32	34	37
1037	1	75	4	30	31	33
1037	1	118	45	41	52	63
1042	1	7	192	41	53	66
1042	1	19	10	32	34	37
1042	1	75	4	30	31	33
1042	1	118	45	41	52	63
1047	1	7	191	41	53	65
1047	1	19	10	32	34	37
1047	1	75	4	30	31	33
1047	1	118	45	41	52	63
1052	1	7	190	41	53	65
1052	1	19	10	32	34	37
1052	1	75	4	30	31	33
1052	1	118	45	41	52	63
1057	1	7	189	41	53	65
1057	1	19	10	32	34	37
1057	1	75	4	30	31	33
1057	1	118	45	41	52	63
1062	1	7	188	41	53	65
1062	1	19	10	32	34	37
1062	1	75	4	30	31	33
1062	1	118	44	40	51	63
1067	1	7	187	41	53	65
1067	1	19	10	32	34	37
1067	1	75	4	30	31	33
1067	1	118	44	40	51	63
1072	1	7	186	41	53	64
1072	1	19	10	32	34	37
1072	1	75	4	30	31	33
1072	1	118	44	40	51	63
1077	1	7	185	41	53	64
1077	1	19	10	32	34	37
1077	1	75	4	30	31	33
1077	1	118	44	40	51	63
1082	1	7	184	41	52	64
1082	1	19	10	32	34	37
1082	1	75	4	30	31	33
1082	1	118	44	40	51	63
1087	1	7	183	41	52	64
1087	1	19	10	32	34	37
1087	1	75	4	30	31	33
1087	1	118	44	40	51	63
1092	1	7	182	41	52	64
1092	1	19	10	32	34	37
1092	1	75	4	30	31	33
1092	1	118	44	40	51	63
1097	1	7	181	41	52	64
1097	1	19	10	32	34	37
1097	1	75	4	30	31	33
1097	1	118	44	40	51	63
1102	1	7	180	41	52	65
1102	1	19	10	32	34	37
1102	1	75	4	30	31	33
1102	1	118	44	40	51	63
1107	1	7	179	41	52	65
1107	1	19	10	32	34	37
1107	1	75	3	30	31	32
1107	1	118	43	40	51	62
1112	1	7	178	41	52	65
1112	1	19	10	32	34	37
1112	1	75	3	30	31	32
1112	1	118	43	40	51	62
1117	1	7	177	41	52	65
1117	1	19	10	32	34	37
1117	1	75	3	30	31	32
1117	1	118	43	40	51	62
1122	1	7	176	40	51	65
1122	1	19	10	32	34	37
1122	1	75	3	30	31	32
1122	1	118	43	40	51	62
1127	1	7	175	40	51	65
1127	1	19	10	32	34	37
1127	1	75	3	30	31	32
1127	1	118	43	40	51	62
1132	1	7	174	40	51	65
1132	1	19	10	32	34	37
1132	1	75	3	30	31	32
1132	1	118	43	40	51	62
1137	1	7	173	40	51	65
1137	1	19	10	32	34	37
1137	1	75	3	30	31	32
1137	1	118	43	40	51	62
1142	1	7	172	40	51	65
1142	1	19	10	32	34	37
1142	1	75	3	30	31	32
1142	1	118	43	40	51	62
1147	1	7	171	40	51	65
1147	1	19	10	32	34	37
1147	1	75	3	30	31	32
1147	1	118	42	40	50	61
1152	1	7	170	40	51	65
1152	1	19	10	32	34	37
1152	1	75	3	30	31	32
1152	1	118	42	40	50	61
1157	1	7	169	40	51	65
1157	1	19	10	32	34	37
1157	1	75	3	30	31	32
1157	1	118	42	40	50	61
1162	1	7	168	40	51	66
1162	1	19	10	32	34	37
1162	1	75	3	30	31	32
1162	1	118	42	40	50	61
1167	1	7	167	40	52	66
1167	1	19	10	32	34	37
1167	1	75	3	30	31	32
1167	1	118	42	40	50	61
1172	1	7	166	40	52	66
1172	1	19	10	32	34	37
1172	1	75	3	30	31	32
1172	1	118	42	40	50	61
1177	1	7	165	40	52	66
1177	1	19	10	32	34	37
1177	1	75	3	30	31	32
1177	1	118	42	40	50	61
1182	1	7	164	40	52	66
1182	1	19	10	32	34	37
1182	1	75	3	30	31	32
1182	1	118	41	40	50	60
1187	1	7	163	40	52	66
1187	1	19	10	32	34	37
1187	1	75	3	30	31	32
1187	1	118	41	40	50	60
1192	1	7	162	40	52	66
1192	1	19	10	32	34	37
1192	1	75	3	30	31	32
1192	1	118	41	40	50	60
1197	1	7	161	40	53	66
1197	1	19	10	32	34	37
1197	1	75	3	30	31	32
1197	1	118	41	40	50	60
1202	1	7	160	39	53	66
1202	1	19	10	32	34	37
1202	1	75	3	30	31	32
1202	1	118	41	40	50	60
1207	1	7	159	40	53	66
1207	1	19	10	32	34	37
1207	1	75	3	30	31	32
1207	1	118	41	40	50	60
1212	1	7	158	40	53	66
1212	1	19	10	32	34	37
1212	1	75	3	30	31	32
1212	1	118	40	39	49	60
1217	1	7	157	40	53	66
1217	1	19	10	32	34	37
1217	1	75	3	30	31	32
1217	1	118	40	39	49	60
1222	1	7	156	40	53	67
1222	1	19	10	32	34	37
1222	1	75	3	30	31	32
1222	1	118	40	39	49	60
1227	1	7	155	41	54	67
1227	1	19	10	32	34	37
1227	1	75	3	30	31	32
1227	1	118	40	39	49	60
1232	1	7	154	41	54	67
1232	1	19	10	32	34	37
1232	1	75	3	30	31	32
1232	1	118	40	39	49	60
1237	1	7	153	41	54	67
1237	1	19	10	32	34	37
1237	1	75	3	30	31	32
1237	1	118	40	39	49	60
1242	1	7	152	41	54	67
1242	1	19	10	32	34	37
1242	1	75	3	30	31	32
1242	1	118	39	39	49	59
1247	1	7	151	42	54	67
1247	1	19	10	32	34	37
1247	1	75	3	30	31	32
1247	1	118	39	39	49	59
1252	1	7	150	42	54	67
1252	1	19	10	32	34	37
1252	1	75	3	30	31	32
1252	1	118	39	39	49	59
1257	1	7	149	42	54	67
1257	1	19	10	32	34	37
1257	1	75	3	30	31	32
1257	1	118	39	39	49	59
1262	1	7	148	42	54	67
1262	1	19	10	32	34	37
1262	1	75	3	30	31	32
1262	1	118	39	39	49	59
1267	1	7	147	42	54	66
1267	1	19	10	32	34	37
1267	1	75	3	30	31	32
1267	1	118	38	39	48	58
1272	1	7	146	42	54	66
1272	1	19	10	32	34	37
1272	1	75	3	30	31	32
1272	1	118	38	39	48	58
1277	1	7	145	42	54	66
1277	1	19	10	32	34	37
1277	1	75	3	30	31	32
1277	1	118	38	39	48	58
1282	1	7	144	41	53	66
1282	1	19	10	32	34	37
1282	1	75	3	30	31	32
1282	1	118	38	39	48	58
1287	1	7	143	41	53	65
1287	1	19	10	32	34	37
1287	1	75	3	30	31	32
1287	1	118	38	39	48	58
1292	1	7	142	41	53	65
1292	1	19	10	32	34	37
1292	1	75	3	30	31	32
1292	1	118	37	39	48	57
1297	1	7	141	41	53	65
1297	1	19	10	32	34	37
1297	1	75	3	30	31	32
1297	1	118	37	39	48	57
1302	1	7	140	41	53	65
1302	1	19	10	32	34	37
1302	1	75	3	30	31	32
1302	1	118	37	39	48	57
1307	1	7	139	41	53	64
1307	1	19	10	32	34	37
1307	1	75	3	30	31	32
1307	1	118	37	39	48	57
1312	1	7	138	41	52	64
1312	1	19	10	32	34	37
1312	1	75	3	30	31	32
1312	1	118	36	38	47	57
1317	1	7	137	41	52	64
1317	1	19	10	32	34	37
1317	1	75	3	30	31	32
1317	1	118	36	38	47	57
1322	1	7	136	41	52	64
1322	1	19	10	32	34	37
1322	1	75	3	30	31	32
1322	1	118	36	38	47	57
1327	1	7	135	41	52	63
1327	1	19	10	32	34	37
1327	1	75	3	30	31	32
1327	1	118	36	38	47	57
1332	1	7	134	41	52	63
1332	1	19	10	32	34	37
1332	1	75	3	30	31	32
1332	1	118	35	38	47	56
1337	1	7	133	41	52	63
1337	1	19	10	32	34	37
1337	1	75	3	30	31	32
1337	1	118	35	38	47	56
1342	1	7	132	40	51	63
1342	1	19	10	32	34	37
1342	1	75	3	30	31	32
1342	1	118	35	38	47	56
1347	1	7	131	40	51	63
1347	1	19	10	32	34	37
1347	1	75	3	30	31	32
1347	1	118	34	38	46	55
1352	1	7	130	40	51	63
1352	1	19	10	32	34	37
1352	1	75	3	30	31	32
1352	1	118	34	38	46	55
1357	1	7	129	40	51	63
1357	1	19	10	32	34	37
1357	1	75	3	30	31	32
1357	1	118	34	38	46	55
1362	1	7	128	40	51	64
1362	1	19	10	32	34	37
1362	1	75	3	30	31	32
1362	1	118	34	38	46	55
1367	1	7	127	40	51	64
1367	1	19	10	32	34	37
1367	1	75	3	30	31	32
1367	1	118	33	38	46	54
1372	1	7	126	40	50	64
1372	1	19	10	32	34	37
1372	1	75	3	30	31	32
1372	1	118	33	38	46	54
1377	1	7	125	40	50	64
1377	1	19	10	32	34	37
1377	1	75	3	30	31	32
1377	1	118	32	37	45	54
1382	1	7	124	40	50	64
1382	1	19	10	32	34	37
1382	1	75	3	30	31	32
1382	1	118	32	37	45	54
1387	1	7	123	40	50	64
1387	1	19	10	32	34	37
1387	1	75	3	30	31	32
1387	1	118	32	37	45	54
1392	1	7	122	40	50	64
1392	1	19	10	32	34	37
1392	1	75	3	30	31	32
1392	1	118	31	37	45	53
1397	1	7	121	40	50	64
1397	1	19	10	32	34	37
1397	1	75	3	30	31	32
1397	1	118	31	37	45	53
1402	1	7	120	39	49	65
1402	1	19	10	32	34	37
1402	1	75	3	30	31	32
1402	1	118	30	37	44	52
1407	1	7	119	39	50	65
1407	1	19	10	32	34	37
1407	1	75	3	30	31	32
1407	1	118	30	37	44	52
1412	1	7	118	39	50	65
1412	1	19	10	32	34	37
1412	1	75	3	30	31	32
1412	1	118	29	37	44	51
1417	1	7	117	39	50	65
1417	1	19	10	32	34	37
1417	1	75	3	30	31	32
1417	1	118	29	37	44	51
1422	1	7	116	39	50	65
1422	1	19	10	32	34	37
1422	1	75	3	30	31	32
1422	1	118	28	36	43	51
1427	1	7	115	39	51	65
1427	1	19	10	32	34	37
1427	1	75	3	30	31	32
1427	1	118	28	36	43	51
1432	1	7	114	39	51	65
1432	1	19	10	32	34	37
1432	1	75	3	30	31	32
1432	1	118	27	36	43	50
1437	1	7	113	39	51	65
1437	1	19	10	32	34	37
1437	1	75	3	30	31	32
1437	1	118	27	36	43	50
1442	1	7	112	39	51	66
1442	1	19	10	32	34	37
1442	1	75	3	30	31	32
1442	1	118	26	36	42	49
1447	1	7	111	39	52	66
1447	1	19	10	32	34	37
1447	1	75	3	30	31	32
1447	1	118	25	36	42	48
1452	1	7	110	39	52	66
1452	1	19	10	32	34	37
1452	1	75	3	30	31	32
1452	1	118	24	35	41	48
1457	1	7	109	39	52	66
1457	1	19	10	32	34	37
1457	1	75	3	30	31	32
1457	1	118	23	35	41	47
1462	1	7	108	39	52	66
1462	1	19	10	32	34	37
1462	1	75	3	30	31	32
1462	1	118	23	35	41	47
1467	1	7	107	39	53	66
1467	1	19	10	32	34	37
1467	1	75	3	30	31	32
1467	1	118	21	35	40	45
1472	1	7	106	40	53	66
1472	1	19	10	32	34	37
1472	1	75	3	30	31	32
1472	1	118	20	34	39	45
1477	1	7	105	40	53	66
1477	1	19	10	32	34	37
1477	1	75	3	30	31	32
1477	1	118	19	34	39	44
1482	1	7	104	40	53	67
1482	1	19	10	32	34	37
1482	1	75	3	30	31	32
1482	1	118	17	34	38	42
1487	1	7	103	41	54	67
1487	1	19	10	32	34	37
1487	1	75	3	30	31	32
1487	1	118	16	33	37	42
1492	1	7	102	41	54	67
1492	1	19	10	32	34	37
1492	1	75	3	30	31	32
1492	1	118	13	33	36	39
1497	1	7	101	42	54	67
1497	1	19	10	32	34	37
1497	1	75	3	30	31	32
1497	1	118	10	32	34	37
